"codpanelista2","wave","sex","age","education","femindexa","femindexb","femindexc","femindexd","femindexe","femindexf","femindexg","femindexh","femindexi","immigeco","immicult","polintr","constpref","populisma","populismd","populismf","populismi","populismj","populismn","lrself","femstrike","femdemonstrate","feminfo","femtalk","vote2016","voteintentionspain","hhincome","livingpartner","indeprespect","curiosmanners","selfconfobed","empathybehave","idcode","time","nwaves","year","female","age4","cohort","g3cohort","edu3","edu3_1","edu3_2","edu3_3","hincome","hincome17all","hincome18all","hincome19all","hincome20all","hincome_all","x3hincall","dhincome_all","intpol","dintpol","ideol","ideo5","a_respect","a_manner","a_behave","a_obedient","authoritarian","natveco","natvcult","nativism","ip_populisma","ip_populismd","ip_populismf","ip_populismi","ip_populismj","ip_populismn","pop6amz","orgterr","imsex_1a","imsex_2b","imsex_3c","imsex_4d","imsex_5e","imsex_6f","imsex_7g","imsex_8h","imsex_9i","msexism","swim_msex","p8m_strike","p8m_demonst","p8m_mobiliz","p8m_talked","ip8m","vim_vox","vim_pp","rv16all","t1edu3","t1x3hincall","t1dintpol","t1ideo5","t1rv16all","t2partner","t2ip8m","l2vim_vox","lsvim_vox","l2authoritarian","lsauthoritarian","l2ideol","lsideol","l2nativism","lsnativism","l2orgterr","lsorgterr","l2pop6amz","lspop6amz","l2msexism","lsmsexism","l2swim_msex","lsswim_msex","posmsex","negmsex","posswim","negswim"
31,10,2,46,11,1,6,1,1,1,5,5,1,3,0,10,3,3,3,4,5,3,3,5,6,2,2,2,2,4,4,10,0,2,1,2,1,31,1,4,2018,1,4,45,3,3,0,0,1,10,8,10,8,8,10,3,0.818181812763214,0.333333343267441,0,0.600000023841858,4,1,0,0,0,0.25,1,1,1,0.333333343267441,0.5,0.666666686534882,0.333333343267441,0.333333343267441,0.666666686534882,0.472222238779068,0.5,1,2,1,1,1,3,3,1,3,0.129629626870155,0.10416666418314,0,0,0,0,0,0,0,3,3,2,0,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,11,2,47,11,1,6,1,2,2,6,5,3,1,0,10,2,3,1,4,4,1,1,7,6,2,2,2,2,NA,4,8,0,2,1,2,1,31,2,4,2019,1,4,45,3,3,0,0,1,8,8,10,8,8,8,2,0.636363625526428,0.666666686534882,1,0.600000023841858,4,1,0,0,0,0.25,1,1,1,0,0.5,0.5,0,0,1,0.333333343267441,0.5,1,2,1,2,2,2,3,3,1,0.148148134350777,0.16666667163372,0,0,0,0,0,0,0,3,3,2,0,3,3,0,0,0,0,0.75,-0.5,0.5,0.100000023841858,0.799999952316284,0.200000047683716,0.5,0,0.527777791023254,-0.0555555522441864,0.314814805984497,-0.185185179114342,0.3125,-0.208333343267441,0,-0.185185179114342,0,-0.208333343267441
31,12,2,48,11,4,5,2,4,4,4,4,4,4,1,9,3,3,4,4,3,4,4,5,4,2,2,2,2,NA,1,8,0,2,1,2,1,31,3,4,2020,1,4,45,3,3,0,0,1,8,8,10,8,8,8,2,0.636363625526428,0.333333343267441,0,0.400000005960464,2,1,0,0,0,0.25,0.899999976158142,0.899999976158142,0.899999976158142,0.5,0.5,0.333333343267441,0.5,0.5,0.666666686534882,0.5,0.5,4,3,2,4,4,4,4,4,4,0.444444447755814,0.4375,0,0,0,0,0,0,0,3,3,2,0,3,3,0,0,0,0,0.25,0,0.600000023841858,0,1,0,0.5,0,0.472222238779068,-0.138888895511627,0.129629626870155,0.0185185074806213,0.10416666418314,0.0625000074505806,0.0185185074806213,0,0.0625000074505806,0
32,9,2,43,10,1,7,1,1,1,7,7,1,1,5,8,2,4,6,4,7,6,6,6,2,NA,NA,NA,NA,3,3,99,NA,1,2,2,1,32,0,4,2017,1,3,43,2,3,0,0,1,NA,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.200000002980232,1,0,1,0,0,0.25,0.5,0.800000011920929,0.649999976158142,0.833333313465118,0.5,1,0.833333313465118,0.833333313465118,0.833333313465118,0.805555522441864,0.75,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,2,3,2,1,1,2,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,10,2,44,10,1,7,1,2,2,6,6,1,2,5,5,2,3,5,4,6,6,6,5,2,2,1,1,1,3,3,99,0,1,1,2,2,32,1,4,2018,1,3,43,2,3,0,0,1,NA,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.200000002980232,1,0,0,1,0,0.25,0.5,0.5,0.5,0.666666686534882,0.5,0.833333313465118,0.833333313465118,0.833333313465118,0.666666686534882,0.722222208976746,0.5,1,1,1,2,2,2,2,1,2,0.0925925970077515,0.0833333358168602,0,1,1,1,0.75,0,0,2,3,2,1,1,2,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,11,2,45,10,1,7,1,1,1,7,7,1,1,5,3,2,3,7,4,7,6,6,6,2,2,1,1,1,NA,3,99,0,1,1,2,2,32,2,4,2019,1,3,43,2,3,0,0,1,NA,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.200000002980232,1,0,0,1,0,0.25,0.5,0.300000011920929,0.400000005960464,1,0.5,1,0.833333313465118,0.833333313465118,0.833333313465118,0.833333313465118,0.5,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0.75,0,0,2,3,2,1,1,2,0,0.75,0,0,0.25,0,0.200000002980232,0,0.649999976158142,-0.149999976158142,0.75,-0.25,0.805555522441864,-0.0833333134651184,0,0.0925925970077515,0,0.0833333358168602,0.0925925970077515,0,0.0833333358168602,0
32,12,2,46,10,1,7,1,1,1,7,7,1,7,5,5,2,3,7,4,6,5,7,4,1,2,2,1,1,NA,3,6,0,1,1,2,2,32,3,4,2020,1,4,43,2,3,0,0,1,6,6,6,6,6,6,2,0.454545468091965,0.666666686534882,1,0.100000001490116,1,0,0,1,0,0.25,0.5,0.5,0.5,1,0.5,0.833333313465118,0.666666686534882,1,0.5,0.75,0.5,1,1,1,1,1,1,1,1,7,0.111111104488373,0,0,0,1,1,0.5,0,0,2,3,2,1,1,2,0,0.75,0,0,0.25,0,0.200000002980232,0,0.5,-0.0999999940395355,0.5,0,0.722222208976746,0.111111104488373,0.0925925970077515,-0.0925925970077515,0.0833333358168602,-0.0833333358168602,0,-0.0925925970077515,0,-0.0833333358168602
34,9,2,39,7,5,5,5,6,5,5,6,5,5,3,8,3,1,4,5,4,6,6,7,3,NA,NA,NA,NA,1,2,99,NA,2,2,2,1,34,0,1,2017,1,3,39,2,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.300000011920929,2,1,1,0,0,0.5,0.699999988079071,0.800000011920929,0.75,0.5,0.666666686534882,0.5,0.833333313465118,0.833333313465118,1,0.722222208976746,0,5,3,5,6,5,3,2,5,5,0.555555582046509,0.541666686534882,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,9,1,41,9,3,5,2,3,5,4,3,5,3,3,5,3,2,6,4,6,5,6,6,5,NA,NA,NA,NA,56,54,1,NA,2,2,2,2,35,0,1,2017,0,3,41,2,3,0,0,1,1,1,1,1,1,1,1,0,0.333333343267441,0,0.5,3,1,1,1,0,0.75,0.699999988079071,0.5,0.600000023841858,0.833333313465118,0.5,0.833333313465118,0.666666686534882,0.833333313465118,0.833333313465118,0.75,0.25,3,3,2,3,5,4,5,5,3,0.444444447755814,0.458333343267441,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,9,2,25,6,2,6,1,1,3,5,5,2,1,6,2,3,2,4,2,5,3,4,5,6,NA,NA,NA,NA,2,4,8,NA,1,1,2,1,36,0,4,2017,1,1,25,1,2,0,1,0,8,8,9,9,9,8,2,0.636363625526428,0.333333343267441,0,0.600000023841858,4,0,0,0,0,0,0.400000005960464,0.200000002980232,0.300000011920929,0.5,0.16666667163372,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0.472222238779068,0.25,2,2,1,1,3,3,3,2,1,0.16666667163372,0.1875,NA,NA,NA,NA,NA,0,0,0,2,2,0,4,0,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,10,2,26,9,3,6,5,2,3,6,6,4,2,7,2,3,2,4,3,3,4,4,5,5,1,2,1,1,2,2,9,0,1,1,2,1,36,1,4,2018,1,2,25,1,3,0,0,1,9,8,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,0,0,0,0,0,0.300000011920929,0.200000002980232,0.25,0.5,0.333333343267441,0.333333343267441,0.5,0.5,0.666666686534882,0.472222238779068,0.25,3,2,5,2,3,2,2,4,2,0.296296268701553,0.3125,1,0,1,1,0.75,0,1,0,2,2,0,4,0,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,11,2,27,9,3,6,3,3,3,5,6,2,2,8,3,3,2,4,3,4,4,5,5,5,1,2,2,1,NA,4,9,0,1,1,2,1,36,2,4,2019,1,2,25,1,3,0,0,1,9,8,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.5,3,0,0,0,0,0,0.200000002980232,0.300000011920929,0.25,0.5,0.333333343267441,0.5,0.5,0.666666686534882,0.666666686534882,0.527777791023254,0.25,3,2,3,3,3,3,2,2,2,0.259259253740311,0.270833343267441,1,0,0,1,0.5,0,0,0,2,2,0,4,0,0,0.75,0,0,0,0,0.600000023841858,-0.100000023841858,0.300000011920929,-0.050000011920929,0.25,0,0.472222238779068,0,0.16666667163372,0.129629597067833,0.1875,0.125,0.129629597067833,0,0.125,0
36,12,2,28,9,3,6,2,3,3,6,6,3,3,6,7,3,3,3,5,3,4,3,5,6,2,2,2,2,NA,2,9,0,1,1,2,1,36,3,4,2020,1,2,25,1,3,0,0,1,9,8,9,9,9,9,3,0.727272748947144,0.333333343267441,0,0.600000023841858,4,0,0,0,0,0,0.400000005960464,0.699999988079071,0.550000011920929,0.333333343267441,0.666666686534882,0.333333343267441,0.5,0.333333343267441,0.666666686534882,0.472222238779068,0.5,3,2,2,3,3,2,2,3,3,0.259259253740311,0.25,0,0,0,0,0,0,1,0,2,2,0,4,0,0,0.75,0,0,0,0,0.5,0,0.25,0,0.25,0,0.472222238779068,0.0555555522441864,0.296296268701553,-0.0370370149612427,0.3125,-0.0416666567325592,0,-0.0370370149612427,0,-0.0416666567325592
44,9,2,36,10,2,5,2,2,2,5,6,3,2,3,7,3,3,5,5,5,5,6,7,5,NA,NA,NA,NA,1,1,2,NA,2,2,2,1,44,0,2,2017,1,3,36,2,3,0,0,1,2,2,2,5,5,2,1,0.090909093618393,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.699999988079071,0.699999988079071,0.699999988079071,0.666666686534882,0.666666686534882,0.666666686534882,0.666666686534882,0.833333313465118,1,0.75,0.5,2,3,2,2,2,3,2,3,2,0.222222208976746,0.22916667163372,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,11,2,38,10,1,7,2,1,1,5,6,4,2,3,8,3,3,5,3,3,4,6,7,5,2,1,1,1,NA,1,5,1,2,2,2,1,44,2,2,2019,1,3,36,2,3,0,0,1,5,2,2,5,5,5,1,0.363636374473572,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.699999988079071,0.800000011920929,0.75,0.666666686534882,0.333333343267441,0.333333343267441,0.5,0.833333313465118,1,0.611111104488373,0.5,1,1,2,1,1,3,2,4,2,0.148148134350777,0.14583332836628,0,1,1,1,0.75,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,NA,0.5,NA,0.699999988079071,NA,0.5,NA,0.75,NA,0.222222208976746,NA,0.22916667163372,NA,NA,NA,NA,NA
45,9,1,42,8,4,6,2,4,4,4,4,7,1,0,10,1,5,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,53,3,NA,2,2,2,1,45,0,4,2017,0,3,42,2,3,0,0,1,3,3,3,6,10,3,1,0.181818187236786,1,1,0.5,3,1,1,0,0,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,4,2,2,4,4,4,4,7,1,0.425925940275192,0.479166656732559,NA,NA,NA,NA,NA,0,0,NA,3,1,1,3,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,10,1,43,5,6,2,4,4,6,2,2,5,4,2,5,4,5,4,4,1,1,1,7,5,2,2,2,1,NA,53,99,1,2,1,2,1,45,1,4,2018,0,3,42,2,2,0,1,0,NA,3,3,6,10,3,1,0.181818187236786,0,0,0.5,3,1,0,0,0,0.25,0.800000011920929,0.5,0.649999976158142,0.5,0.5,0,0,0,1,0.333333343267441,1,6,6,4,4,6,6,6,5,4,0.703703701496124,0.729166686534882,0,0,0,1,0.25,0,0,NA,3,1,1,3,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,11,1,44,8,6,2,5,5,5,2,2,7,4,3,5,2,4,4,4,6,4,4,6,5,2,2,2,1,NA,53,6,1,2,2,2,1,45,2,4,2019,0,3,42,2,3,0,0,1,6,3,3,6,10,6,2,0.454545468091965,0.666666686534882,1,0.5,3,1,1,0,0,0.5,0.699999988079071,0.5,0.600000023841858,0.5,0.5,0.833333313465118,0.5,0.5,0.833333313465118,0.611111104488373,0.75,6,6,5,5,5,6,6,7,4,0.759259223937988,0.791666686534882,0,0,0,1,0.25,0,0,NA,3,1,1,3,NA,1,0.25,0,0,0.5,-0.25,0.5,0,1,-0.350000023841858,1,0,0.5,-0.166666656732559,0.425925940275192,0.277777761220932,0.479166656732559,0.250000029802322,0.277777761220932,0,0.250000029802322,0
45,12,1,45,8,7,1,6,6,7,1,1,6,6,5,5,4,5,4,4,5,4,4,5,5,2,2,2,2,NA,53,10,1,2,1,2,1,45,3,4,2020,0,3,42,2,3,0,0,1,10,3,3,6,10,10,3,0.818181812763214,0,0,0.5,3,1,0,0,0,0.25,0.5,0.5,0.5,0.5,0.5,0.666666686534882,0.5,0.5,0.666666686534882,0.555555582046509,1,7,7,6,6,7,7,7,6,6,0.92592591047287,0.9375,0,0,0,0,0,0,0,NA,3,1,1,3,NA,1,0.25,0,0,0.25,0.25,0.5,0,0.649999976158142,-0.0499999523162842,1,-0.25,0.333333343267441,0.277777761220932,0.703703701496124,0.055555522441864,0.729166686534882,0.0625,0.055555522441864,0,0.0625,0
46,10,2,36,11,2,5,4,5,4,4,2,6,5,3,0,3,3,7,2,4,7,7,7,7,2,2,1,1,50,16,10,1,2,2,2,2,46,1,3,2018,1,3,35,2,3,0,0,1,10,10,10,11,10,10,3,0.818181812763214,0.333333343267441,0,0.699999988079071,4,1,1,1,0,0.75,0.699999988079071,0,0.349999994039536,1,0.16666667163372,0.5,1,1,1,0.777777791023254,0.5,2,3,4,5,4,4,6,6,5,0.555555582046509,0.541666686534882,0,0,1,1,0.5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,11,2,37,11,5,4,5,2,2,6,2,3,4,8,2,1,3,2,4,7,6,5,1,5,2,2,2,1,NA,50,11,1,2,1,2,1,46,2,3,2019,1,3,35,2,3,0,0,1,11,10,10,11,10,11,3,0.90909093618393,1,1,0.5,3,1,0,0,0,0.25,0.200000002980232,0.200000002980232,0.200000002980232,0.16666667163372,0.5,1,0.833333313465118,0.666666686534882,0,0.527777791023254,0.5,5,4,5,2,2,2,6,3,4,0.444444447755814,0.4375,0,0,0,1,0.25,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,12,2,38,11,4,5,2,4,6,6,5,6,6,2,3,3,4,7,5,6,7,7,7,5,2,2,2,2,NA,4,10,1,2,2,2,1,46,3,3,2020,1,3,35,2,3,0,0,1,10,10,10,11,10,10,3,0.818181812763214,0.333333343267441,0,0.5,3,1,1,0,0,0.5,0.800000011920929,0.300000011920929,0.550000011920929,1,0.666666686534882,0.833333313465118,1,1,1,0.916666686534882,0.75,4,3,2,4,6,2,3,6,6,0.5,0.458333343267441,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,-0.5,0.699999988079071,-0.199999988079071,0.349999994039536,-0.149999991059303,0.5,0,0.777777791023254,-0.25,0.555555582046509,-0.111111134290695,0.541666686534882,-0.104166686534882,0,-0.111111134290695,0,-0.104166686534882
47,9,1,29,6,3,7,4,3,3,4,3,2,1,5,7,3,3,6,3,4,4,4,5,7,NA,NA,NA,NA,NA,2,8,NA,2,2,2,2,47,0,3,2017,0,2,29,1,2,0,1,0,8,8,8,7,7,8,2,0.636363625526428,0.333333343267441,0,0.699999988079071,4,1,1,1,0,0.75,0.5,0.699999988079071,0.600000023841858,0.833333313465118,0.333333343267441,0.5,0.5,0.5,0.666666686534882,0.555555582046509,0.5,3,1,4,3,3,4,5,2,1,0.314814805984497,0.354166656732559,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,10,1,30,10,1,5,1,4,3,7,6,3,1,3,7,3,3,5,1,3,3,4,7,6,2,2,2,2,2,2,8,0,2,2,2,1,47,1,3,2018,0,2,29,1,3,0,0,1,8,8,8,7,7,8,2,0.636363625526428,0.333333343267441,0,0.600000023841858,4,1,1,0,0,0.5,0.699999988079071,0.699999988079071,0.699999988079071,0.666666686534882,0,0.333333343267441,0.333333343267441,0.5,1,0.472222238779068,0.5,1,3,1,4,3,1,2,3,1,0.185185194015503,0.20833332836628,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,11,1,31,11,3,6,3,3,3,1,7,1,3,5,5,3,3,1,1,3,6,5,6,6,2,2,2,2,NA,2,7,1,2,2,2,1,47,2,3,2019,0,2,29,1,3,0,0,1,7,8,8,7,7,7,2,0.545454561710358,0.333333343267441,0,0.600000023841858,4,1,1,0,0,0.5,0.5,0.5,0.5,0,0,0.333333343267441,0.833333313465118,0.666666686534882,0.833333313465118,0.444444447755814,0.5,3,2,3,3,3,7,1,1,3,0.314814805984497,0.3125,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,-0.25,0.699999988079071,-0.0999999642372131,0.600000023841858,0.0999999642372131,0.5,0,0.555555582046509,-0.0833333432674408,0.314814805984497,-0.129629611968994,0.354166656732559,-0.14583332836628,0,-0.129629611968994,0,-0.14583332836628
48,9,1,50,10,4,4,4,4,5,4,4,4,4,8,5,2,2,5,4,5,3,4,5,5,NA,NA,NA,NA,4,4,99,NA,2,1,2,2,48,0,4,2017,0,4,50,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.5,3,1,0,1,0,0.5,0.200000002980232,0.5,0.349999994039536,0.666666686534882,0.5,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0.555555582046509,0.25,4,4,4,4,5,4,4,4,4,0.518518507480621,0.520833313465118,NA,NA,NA,NA,NA,0,0,3,3,NA,1,3,3,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,10,1,51,10,4,4,4,4,4,3,4,4,4,8,8,2,2,4,4,5,4,4,4,5,2,2,2,1,4,4,99,1,2,2,2,1,48,1,4,2018,0,4,50,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.5,3,1,1,0,0,0.5,0.200000002980232,0.800000011920929,0.5,0.5,0.5,0.666666686534882,0.5,0.5,0.5,0.527777791023254,0.25,4,4,4,4,4,5,4,4,4,0.518518507480621,0.520833313465118,0,0,0,1,0.25,0,0,3,3,NA,1,3,3,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,11,1,52,9,5,5,4,4,4,5,5,4,4,6,6,2,2,5,4,4,3,3,4,5,2,2,2,1,NA,4,99,1,2,1,2,2,48,2,4,2019,0,4,50,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666686534882,1,0.5,3,1,0,1,0,0.5,0.400000005960464,0.600000023841858,0.5,0.666666686534882,0.5,0.5,0.333333343267441,0.333333343267441,0.5,0.472222238779068,0.25,5,3,4,4,4,3,3,4,4,0.462962955236435,0.458333343267441,0,0,0,1,0.25,0,0,3,3,NA,1,3,3,1,0.25,0,0,0.5,0,0.5,0,0.349999994039536,0.150000005960464,0.25,0,0.555555582046509,-0.0277777910232544,0.518518507480621,0,0.520833313465118,0,0,0,0,0
48,12,1,53,9,5,4,5,3,5,3,3,5,5,9,9,3,3,6,3,5,3,4,5,5,2,2,2,2,NA,4,99,1,2,1,2,1,48,3,4,2020,0,4,50,3,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.333333343267441,0,0.5,3,1,0,0,0,0.25,0.100000001490116,0.899999976158142,0.5,0.833333313465118,0.333333343267441,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0.555555582046509,0.5,5,4,5,3,5,5,5,5,5,0.611111104488373,0.604166686534882,0,0,0,0,0,0,0,3,3,NA,1,3,3,1,0.25,0,0,0.5,0,0.5,0,0.5,0,0.25,0,0.527777791023254,-0.0555555522441864,0.518518507480621,-0.0555555522441864,0.520833313465118,-0.0624999701976776,0,-0.0555555522441864,0,-0.0624999701976776
49,9,1,28,9,4,5,3,5,3,6,4,2,6,7,9,2,1,3,1,5,4,3,5,8,NA,NA,NA,NA,2,2,7,NA,2,2,2,2,49,0,4,2017,0,2,28,1,3,0,0,1,7,7,9,4,2,7,2,0.545454561710358,0.666666686534882,1,0.800000011920929,5,1,1,1,0,0.75,0.300000011920929,0.899999976158142,0.600000023841858,0.333333343267441,0,0.666666686534882,0.5,0.333333343267441,0.666666686534882,0.416666686534882,0,4,3,3,5,3,2,4,2,6,0.425925940275192,0.375,NA,NA,NA,NA,NA,0,1,0,3,2,1,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,10,1,29,9,4,5,4,3,4,5,2,6,4,7,5,2,3,5,4,5,2,3,5,8,2,2,2,2,2,2,9,1,2,2,2,2,49,1,4,2018,0,2,28,1,3,0,0,1,9,7,9,4,2,9,3,0.727272748947144,0.666666686534882,1,0.800000011920929,5,1,1,1,0,0.75,0.300000011920929,0.5,0.400000005960464,0.666666686534882,0.5,0.666666686534882,0.16666667163372,0.333333343267441,0.666666686534882,0.5,0.5,4,3,4,3,4,3,6,6,4,0.518518507480621,0.520833313465118,0,0,0,0,0,0,1,0,3,2,1,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,11,1,30,9,5,5,4,3,4,6,3,2,6,2,7,2,3,2,5,4,5,4,5,8,2,2,2,2,NA,23,4,1,2,2,2,1,49,2,4,2019,0,2,28,1,3,0,0,1,4,7,9,4,2,4,1,0.272727280855179,0.666666686534882,1,0.800000011920929,5,1,1,0,0,0.5,0.800000011920929,0.699999988079071,0.75,0.16666667163372,0.666666686534882,0.5,0.666666686534882,0.5,0.666666686534882,0.527777791023254,0.5,5,3,4,3,4,2,5,2,6,0.462962955236435,0.416666656732559,0,0,0,0,0,1,0,0,3,2,1,5,0,1,0,0,0,0.75,0,0.800000011920929,0,0.600000023841858,-0.200000017881393,0,0.5,0.416666686534882,0.0833333134651184,0.425925940275192,0.0925925672054291,0.375,0.145833313465118,0.0925925672054291,0,0.145833313465118,0
49,12,1,31,9,5,6,5,6,4,6,4,5,6,3,7,2,3,6,4,5,4,6,5,9,2,2,2,2,NA,23,2,1,2,2,2,1,49,3,4,2020,0,2,28,1,3,0,0,1,2,7,9,4,2,2,1,0.090909093618393,0.666666686534882,1,0.899999976158142,5,1,1,0,0,0.5,0.699999988079071,0.699999988079071,0.699999988079071,0.833333313465118,0.5,0.666666686534882,0.5,0.833333313465118,0.666666686534882,0.666666686534882,0.5,5,2,5,6,4,2,4,5,6,0.555555582046509,0.520833313465118,0,0,0,0,0,1,0,0,3,2,1,5,0,1,0,0,1,0.75,-0.25,0.800000011920929,0,0.400000005960464,0.349999994039536,0.5,0,0.5,0.0277777910232544,0.518518507480621,-0.0555555522441864,0.520833313465118,-0.104166656732559,0,-0.0555555522441864,0,-0.104166656732559
52,10,2,36,8,1,6,1,2,2,7,7,2,1,5,5,4,2,6,4,7,4,6,7,4,2,2,2,1,NA,50,7,1,2,1,2,1,52,1,1,2018,1,3,35,2,3,0,0,1,7,7,7,7,7,7,2,0.545454561710358,0,0,0.400000005960464,2,1,0,0,0,0.25,0.5,0.5,0.5,0.833333313465118,0.5,1,0.5,0.833333313465118,1,0.777777791023254,0.25,1,2,1,2,2,1,1,2,1,0.0740740671753883,0.0833333358168602,0,0,0,1,0.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,9,1,39,5,4,4,4,4,4,4,4,4,4,5,5,4,4,7,7,7,7,7,7,5,NA,NA,NA,NA,NA,53,99,NA,2,2,2,1,53,0,4,2017,0,3,39,2,2,0,1,0,NA,2,2,2,2,2,1,0.090909093618393,0,0,0.5,3,1,1,0,0,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,0.75,4,4,4,4,4,4,4,4,4,0.5,0.5,NA,NA,NA,NA,NA,0,0,NA,2,1,0,3,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,10,1,40,5,4,7,5,3,6,5,7,7,6,5,5,4,4,7,4,4,7,7,7,4,2,2,2,1,NA,53,99,0,2,2,2,2,53,1,4,2018,0,3,39,2,2,0,1,0,NA,2,2,2,2,2,1,0.090909093618393,0,0,0.400000005960464,2,1,1,1,0,0.75,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.833333313465118,0.75,4,1,5,3,6,3,1,7,6,0.5,0.458333343267441,0,0,0,1,0.25,0,0,NA,2,1,0,3,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
